D1,D2,D3,D4,D4_1,D4_2,p2q1 [OS1],p2q1 [OS2],p2q1 [OS3],p2q2 [OA1],p2q2 [OA2],p3q1E [OD1],p3q1E [OD2],p3q1E [OD3],p3q1E [OD4],p3q1E [OD5],p3q1T [OD1],p3q1T [OD2],p3q1T [OD3],p3q1T [OD6],p3q1T [OD4],p3q1T [OD5],p3q2E [OD_E1],p3q2E [OD_E2],p3q2E [OD_E3],p3q2E [OD_E4],p3q2T [OD_E1],p3q2T [OD_E2],p3q2T [OD_E3],p3q2T [OD_E5],p3q2T [OD_E4],p4q1T [1],p4q1T [2],p4q1T [3],p4q1T [4],p4q1T [5],p4q1T [6],p4q1T [7],p4q1T [8],p4q1T_O,p4q1E [1],p4q1E [2],p4q1E [3],p4q1E [4],p4q1E [5],p4q1E [6],p4q1E [7],p4q1E_O,p4q2,p4q2_O,p5q1 [SQ002],p5q1 [SQ001],p5q1 [SQ004],p5q1 [SQ005],p5q1_N,p5q2 [1],p5q2 [2],p5q2 [3],p5q2 [4],p5q2 [5],p5q2 [6],p5q2 [7],p5q2 [8],p5q2 [9],p6q1 [1],p6q1 [2],p6q1 [3],p6q1 [4],p6q2E [1],p6q2E [2],p6q2E [3],p6q2E [4],p6q2T [1],p6q2T [2],p6q2T [3],p6q2T [4],p7q1E [1],p7q1E [2],p7q1E [3],p7q1E [4],p7q1E [5],p7q1T [1],p7q1T [2],p7q1T [3],p7q2,p8q1 [1],p8q1 [2],p8q1 [3],p8q1 [4],p8q1 [5],p8q1 [6],p8q2 [1],p8q2 [2],p8q2 [3],p8q2 [4],p8q2 [5],p8q2 [6],p8q2 [7],p8q3 [1],p8q3 [2],p8q3 [3],p8q3 [4]
Male,Poland,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,No,No,Yes,No,No,No,No,No,No,No,No,Strongly agree,Neutral,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Affect a lot,Affect a lot,Neutral,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Affect a lot,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful,,,,,Daily,Daily,Daily,Once a year,Daily,Monthly,Very satisfied,Very satisfied,Moderately satisfied,No experience,No experience,Very satisfied,Neither satisfied nor dissatisfied,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Female,Romania,11 - 15 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,No,Yes,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each individual researcher should decide for their work autonomously.,,Yes,No,No,No,,Not at all affect,Somewhat affect,Neutral,Somewhat affect,Neutral,Neutral,Neutral,Neutral,Not at all affect,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,,,,,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,,,,Daily,Daily,Daily,Daily,Daily,Less than once a year,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
Male,the United Kingdom of Great Britain and Northern Ireland,16 - 20 years,Experiment,20 - 50 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Somewhat affect,Somewhat affect,Neutral,Neutral,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,Somewhat agree,Neutral,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Monthly,Monthly,Daily,Monthly,Weekly,Once every 3 months,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Moderately dissatisfied,No experience,Moderately satisfied,No experience,Neutral,Neutral,Somewhat affect,Affect a lot
Male,Austria,11 - 15 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Strongly agree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,"When the dataset has been analyzed by the collaboration, that is, typically after 3-5 years.",Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Affect a lot,Rarely affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Not at all affect,Affect a lot,Somewhat agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Somewhat agree,Neutral,Somewhat agree,,,,,Neutral,Neutral,Somewhat helpful,Very unhelpful,Somewhat unhelpful,,,,"The collaboration needs to have a safe space where statements can be exchanged that are not readily defendable in front of the general public. For this reason, e.g. slides, can only contain material approved by the collaboration and hence reproduce the paper content + the extra material.",Daily,Weekly,Daily,Weekly,Daily,Daily,Very satisfied,Moderately satisfied,Moderately dissatisfied,Moderately satisfied,No experience,Very satisfied,Very satisfied,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect
Male,United States of America,5 - 10 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Rarely affect,Somewhat affect,Not at all affect,Rarely affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Neutral,,,,,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,,,,"reviewing this will be such a burden on the peer reviewer, they will never go through it",Daily,Daily,Daily,Weekly,Daily,Twice a year,Very satisfied,Moderately dissatisfied,Very satisfied,Moderately dissatisfied,No experience,Very satisfied,Moderately dissatisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
Male,Switzerland,5 - 10 years,Experiment,< 20 members,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Rarely affect,Rarely affect,Affect a lot,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,,,,Very unhelpful,Somewhat unhelpful,Somewhat helpful,Neutral,Very unhelpful,,,,,Monthly,Less than once a year,Twice a year,Monthly,Weekly,Less than once a year,Very satisfied,No experience,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot
Male,Italy,16 - 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Yes,No,No,No,No,No,No,No,No,No,No,Neutral,Somewhat agree,Neutral,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Rarely affect,Neutral,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,Neutral,Somewhat helpful,Somewhat helpful,Very helpful,Neutral,,,,,Daily,Daily,Daily,Daily,Daily,Once every 3 months,Moderately satisfied,Moderately satisfied,Moderately dissatisfied,Very satisfied,No experience,Very satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
Male,Chile,more than 20 years,Theory,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,No,No,No,No,No,Yes,No,No,No,No,No,,,,,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,No,No,No,,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Neutral,Neutral,Somewhat affect,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,,,,,,Neutral,Neutral,Somewhat helpful,,Less than once a year,Less than once a year,Less than once a year,Once a year,Twice a year,Less than once a year,No experience,No experience,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Very satisfied,No experience,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect
Male,France,more than 20 years,Experiment,< 20 members,,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neutral,No,Yes,No,No,No,No,No,No,No,No,No,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Neutral,Neutral,Rarely affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Somewhat agree,,,,,Neutral,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,,,,,Less than once a year,Less than once a year,Once a year,Once a year,Once a year,Once a year,Moderately satisfied,Moderately satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Somewhat affect,Somewhat affect,Neutral,Somewhat affect
Male,United States of America,5 - 10 years,Experiment,> 500 members,,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Neutral,Yes,No,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each individual researcher should decide for their work autonomously.,,No,Yes,No,No,,Affect a lot,Neutral,Neutral,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,,,,,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat helpful,Neutral,,,,,Daily,Less than once a year,Monthly,Daily,Weekly,Less than once a year,Very satisfied,Moderately satisfied,Moderately satisfied,Very satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Female,United States of America,11 - 15 years,Experiment,> 500 members,,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Affect a lot,Affect a lot,Rarely affect,Rarely affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,,,,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Daily,Daily,Daily,Daily,Daily,Once every 3 months,Moderately dissatisfied,Moderately satisfied,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Rarely affect,Affect a lot,Affect a lot,Rarely affect
Male,United States of America,5 - 10 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Neutral,Neutral,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Somewhat affect,Somewhat affect,Neutral,Neutral,Affect a lot,Affect a lot,Somewhat affect,Neutral,Somewhat affect,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Somewhat disagree,,,,,Neutral,Neutral,Neutral,Somewhat helpful,Neutral,,,,,Weekly,Weekly,Weekly,Weekly,Weekly,Less than once a year,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Very satisfied,No experience,Neutral,Affect a lot,Affect a lot,Neutral
Male,France,more than 20 years,Theory,,,Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,No,No,Yes,No,No,No,Yes,No,,,,,Somewhat agree,Neutral,Neutral,Neutral,Somewhat agree,Yes,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat agree,Neutral,Somewhat agree,Strongly agree,,,,,Neutral,Neutral,Neutral,Neutral,,,,,,Neutral,Neutral,Neutral,,Less than once a year,Less than once a year,Less than once a year,Weekly,Monthly,Less than once a year,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Neutral,Neutral,Neutral,Neutral
Male,Germany,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Neutral,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Neutral,Neutral,Affect a lot,Somewhat affect,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,Somewhat helpful,Neutral,Neutral,Somewhat helpful,Neutral,,,,,Once a year,Once a year,Once a year,Once a year,Once every 3 months,Once a year,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Neutral,Neutral,Neutral
Male,Norway,less than 5 years,Experiment,< 20 members,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,No,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Strongly agree,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,No,No,Yes,No,,Neutral,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Rarely affect,Affect a lot,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,Neutral,Neutral,,,,,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful,Neutral,,,,,Monthly,Less than once a year,Once a year,Daily,Monthly,Less than once a year,Moderately satisfied,No experience,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Neutral,Somewhat affect,Affect a lot,Affect a lot
Male,Slovenia,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,No,No,Yes,No,No,No,No,No,No,No,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Somewhat affect,Neutral,Somewhat affect,Neutral,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Somewhat disagree,Somewhat disagree,,,,,Very helpful,Somewhat helpful,Neutral,Neutral,Somewhat unhelpful,,,,,Weekly,Daily,Daily,Daily,Daily,Once every 3 months,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Moderately satisfied,Neither satisfied nor dissatisfied,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Male,Romania,5 - 10 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Affect a lot,Affect a lot,Not at all affect,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Neutral,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,,,,,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful,Neutral,,,,,Daily,Daily,Daily,Weekly,Daily,Less than once a year,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Neither satisfied nor dissatisfied,No experience,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect
Male,Belgium,11 - 15 years,Other,,pheno/it,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,No,No,No,Yes,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,,,,,,Yes,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,Yes,Yes,No,No,,Not at all affect,Affect a lot,Not at all affect,Rarely affect,Not at all affect,Affect a lot,Not at all affect,Not at all affect,Not at all affect,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,,,,,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Very helpful,Very helpful,Somewhat helpful,Neutral,Very helpful,,,,,Daily,Daily,Weekly,Weekly,Weekly,Once a year,Very satisfied,Very satisfied,Moderately satisfied,Very satisfied,No experience,Moderately satisfied,No experience,Not at all affect,Affect a lot,Affect a lot,Somewhat affect
Male,Austria,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat disagree,Strongly disagree,Strongly disagree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,No,No,No,Yes,Data are too complex to be analysed by outsiders,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,,,,,Very unhelpful,Somewhat unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,,,,,Monthly,Less than once a year,Monthly,Daily,Weekly,Less than once a year,Moderately satisfied,No experience,Very satisfied,Very satisfied,Moderately satisfied,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Female,Italy,5 - 10 years,Experiment,> 500 members,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Neutral,Neutral,Neutral,Somewhat affect,Somewhat affect,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Neutral,Neutral,Neutral,Somewhat agree,,,,,Neutral,Neutral,Neutral,Somewhat unhelpful,Neutral,,,,,Weekly,Less than once a year,Daily,Daily,Weekly,Less than once a year,Very satisfied,No experience,Very satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Very satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
Male,Russian Federation,more than 20 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,,,,,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,,,,,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Weekly,Less than once a year,No experience,No experience,No experience,No experience,No experience,No experience,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
