Gender,D2,D3,D4,D4_1,D4_2,p2q1 [OS1],p2q1 [OS2],p2q1 [OS3],p2q2 [OA1],p2q2 [OA2],p3q1E [OD1],p3q1E [OD2],p3q1E [OD3],p3q1E [OD4],p3q1E [OD5],p3q1T [OD1],p3q1T [OD2],p3q1T [OD3],p3q1T [OD6],p3q1T [OD4],p3q1T [OD5],p3q2E [OD_E1],p3q2E [OD_E2],p3q2E [OD_E3],p3q2E [OD_E4],p3q2T [OD_E1],p3q2T [OD_E2],p3q2T [OD_E3],p3q2T [OD_E4],p3q2T [OD_E5],p4q1T [1],p4q1T [2],p4q1T [3],p4q1T [4],p4q1T [5],p4q1T [6],p4q1T [7],p4q1T [8],p4q1T_O,p4q1E [1],p4q1E [2],p4q1E [3],p4q1E [4],p4q1E [5],p4q1E [6],p4q1E [7],p4q1E_O,p4q2,p4q2_O,p5q1 [SQ002],p5q1 [SQ001],p5q1 [SQ004],p5q1 [SQ005],p5q1_N,p5q2 [1],p5q2 [2],p5q2 [3],p5q2 [4],p5q2 [5],p5q2 [6],p5q2 [7],p5q2 [8],p5q2 [9],p6q1 [1],p6q1 [2],p6q1 [3],p6q1 [4],p6q2E [1],p6q2E [2],p6q2E [3],p6q2E [4],p6q2T [1],p6q2T [2],p6q2T [3],p6q2T [4],p7q1E [1],p7q1E [2],p7q1E [3],p7q1E [4],p7q1E [5],p7q1T [1],p7q1T [2],p7q1T [3],p7q2,p8q1 [1],p8q1 [2],p8q1 [3],p8q1 [4],p8q1 [5],p8q1 [6],p8q2 [1],p8q2 [2],p8q2 [3],p8q2 [4],p8q2 [5],p8q2 [6],p8q2 [7],p8q3 [1],p8q3 [2],p8q3 [3],p8q3 [4]
M,United States of America,Junior,EX,> 500 ,,5,5,5,3,3,Y,N,N,N,N,N,N,N,N,N,N,2,2,1,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,collab,,Y,N,N,N,,3,4,3,3,4,4,4,4,4,3,3,2,4,2,4,2,2,,,,,2,4,2,2,2,,,,"Code snippets and summaries are great (i.e. what we post on HEPData in Rivet format, etc.). Open data is less necessary IMO-- too many caveats on the analysis to make the data useful to the public.",Daily,Daily,Daily,Weekly,Daily,Once a year,5,3,3,4,3,4,0,1,5,5,5
M,Italy,Junior,EX,101 - 500 ,,5,5,5,5,5,Y,Y,N,N,N,N,N,N,N,N,N,5,5,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,collab,,Y,Y,N,N,,4,5,2,5,4,3,4,5,3,4,5,1,2,4,4,4,5,,,,,5,5,5,2,3,,,,"Presentation Slides can be sometime misleading: Researchers learn from discussions. Unless, very carefully documented, presented slides in internal meetings/gathering can be totally misleading sometimes. However, conference slides should be OA.",Weekly,Less than once a year,Daily,Daily,Weekly,Less than once a year,4,0,4,5,0,4,0,5,5,5,5
M,the United Kingdom of Great Britain and Nrthern Ireland,Senior,EX,> 500 ,,5,4,4,4,4,Y,N,N,N,Y,N,N,N,N,N,N,3,3,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,N,Y,N,,5,4,2,4,5,5,4,3,5,3,5,3,5,1,5,2,2,,,,,2,1,3,4,1,,,,,Daily,Weekly,Daily,Weekly,Daily,Daily,5,5,5,5,0,5,4,4,5,5,5
M,Spain,Senior,EX,> 500 ,,5,4,4,4,4,Y,N,N,N,N,N,N,N,N,N,N,5,4,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,Y,N,N,,4,4,3,4,3,3,3,3,3,2,5,2,2,4,3,4,4,,,,,3,3,4,4,3,,,,,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,4,4,4,4,2,4,4,5,4,4,4
M,United States of America,Junior,EX,> 500 ,,5,5,5,4,4,Y,Y,Y,N,N,N,N,N,N,N,N,5,5,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,Y,Y,N,N,,4,5,4,3,5,4,4,4,5,5,5,3,2,4,2,4,3,,,,,2,3,3,4,3,,,,,Daily,Weekly,Weekly,Weekly,Daily,Once every 3 months,5,4,2,4,0,4,4,5,5,5,4
M,France,Senior,EX,20 - 50 ,,4,3,4,2,3,N,N,N,N,Y,N,N,N,N,N,N,4,4,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,N,Y,N,,4,3,2,5,5,3,3,5,3,3,5,2,1,1,4,1,4,,,,,2,1,3,3,1,,,,,Less than once a year,Once a year,Weekly,Less than once a year,Weekly,Less than once a year,0,3,4,0,0,4,0,5,5,5,5
M,Italy,Junior,EX,> 500 ,,5,4,3,4,2,N,N,N,N,Y,N,N,N,N,N,N,4,4,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,funder,,Y,Y,N,N,,5,4,3,3,3,4,4,3,4,4,5,3,2,3,4,2,3,,,,,4,4,4,4,4,,,,,Less than once a year,Less than once a year,Once every 3 months,Weekly,Weekly,Less than once a year,0,0,4,5,0,5,0,3,3,4,3
M,India,Junior,EX,< 20 ,,5,5,5,5,5,N,N,Y,Y,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,Y,N,N,,funder,,N,Y,N,N,,2,5,4,4,3,1,4,5,4,5,5,1,2,5,4,4,5,,,,,5,5,5,5,5,,,,,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,5,5,5,5,5,5,5,4,4,5,4
M,Germany,Senior,EX,> 500 ,,5,5,3,4,4,Y,N,N,N,Y,N,N,N,N,N,N,2,1,2,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,collab,,N,N,Y,Y,,1,1,1,1,1,5,1,5,1,3,4,1,4,1,5,2,2,,,,,1,1,2,5,1,,,,,Weekly,Less than once a year,Daily,Monthly,Weekly,Less than once a year,4,4,3,4,0,4,0,5,5,5,4
M,Spain,Senior,EX,< 20 ,,5,5,5,1,1,N,N,Y,Y,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,funder,,N,Y,N,N,,3,3,3,5,5,5,5,5,3,3,3,1,4,2,5,1,5,,,,,3,3,3,3,3,,,,,Less than once a year,Less than once a year,Less than once a year,Once every 3 months,Once every 3 months,Less than once a year,4,0,0,2,0,2,0,5,5,5,5
F,United States of America,Junior,EX,> 500 ,,5,5,5,5,5,Y,N,Y,N,N,N,N,N,N,N,N,4,4,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,collab,,Y,Y,N,N,,4,3,4,5,5,5,5,4,3,4,5,5,4,2,4,1,1,,,,,2,2,2,2,2,,,,,Weekly,Monthly,Weekly,Weekly,Daily,Less than once a year,3,3,2,4,0,5,0,5,5,5,5
F,Italy,Junior,EX,> 500 ,,5,5,5,5,5,N,N,Y,Y,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,N,Y,N,N,,4,5,3,4,4,3,3,3,3,4,4,4,2,1,5,2,3,,,,,1,1,1,1,1,,,,,Monthly,Less than once a year,Weekly,Daily,Daily,Once a year,4,0,4,4,0,5,0,3,4,5,4
F,China,Junior,EX,> 500 ,,4,3,3,2,2,N,Y,N,N,N,N,N,N,N,N,N,4,5,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,community,,Y,N,N,N,,3,5,4,5,4,4,2,4,4,2,4,3,2,3,4,3,3,,,,,5,5,5,4,5,,,,,Once every 3 months,Twice a year,Monthly,Less than once a year,Weekly,Less than once a year,4,5,5,0,0,4,0,5,4,4,4
F,Italy,Senior,EX,101 - 500 ,,4,3,4,5,3,Y,N,N,N,N,N,N,N,N,N,N,2,4,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,5,3,3,5,4,3,3,5,4,1,5,5,2,1,5,4,4,,,,,2,2,2,4,2,,,,,Weekly,Weekly,Weekly,Twice a year,Weekly,Less than once a year,2,3,3,0,0,4,0,3,3,4,4
F,Brazil,Senior,EX,> 500 ,,5,3,5,1,1,Y,N,N,N,N,N,N,N,N,N,N,5,5,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,4,5,1,5,5,5,5,5,5,2,5,2,3,2,4,4,4,,,,,5,5,5,5,5,,,,,Once every 3 months,Once every 3 months,Weekly,Daily,Weekly,Daily,2,5,5,5,0,5,5,5,5,5,5
M,Italy,Senior,EX,> 500 ,,5,5,4,5,5,Y,Y,Y,Y,N,N,N,N,N,N,N,3,2,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,community,,N,Y,N,N,,1,5,1,4,3,3,3,4,5,1,5,1,1,1,3,2,4,,,,,1,3,5,4,3,,,,,Weekly,Weekly,Monthly,Weekly,Daily,Less than once a year,5,4,4,2,0,5,0,4,5,5,4
M,Belgium,Junior,EX,> 500 ,,5,5,5,4,3,Y,Y,Y,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,community,,Y,Y,N,N,,5,2,2,5,1,4,5,5,3,4,5,1,1,4,4,3,4,,,,,5,5,4,2,3,,,,,Daily,Once every 3 months,Daily,Monthly,Daily,Twice a year,5,4,4,4,0,5,3,3,5,5,5
M,Switzerland,Junior,EX,> 500 ,,4,5,3,3,3,Y,N,N,N,N,N,N,N,N,N,N,5,3,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,funder,,N,Y,N,N,,5,4,1,5,1,4,4,3,4,5,5,4,3,3,3,3,4,,,,,3,3,2,2,2,,,,,Daily,Once every 3 months,Monthly,Once a year,Weekly,Less than once a year,2,3,2,0,0,3,0,4,4,5,5
M,Italy,Senior,EX,> 500 ,,5,5,4,5,3,N,N,N,N,Y,N,N,N,N,N,N,2,3,1,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,individual,,Y,Y,N,N,,4,5,5,5,5,5,4,4,3,4,5,1,1,4,3,5,4,,,,,4,4,5,5,3,,,,,Once every 3 months,Less than once a year,Monthly,Monthly,Weekly,Less than once a year,2,0,3,3,0,2,0,5,4,4,5
M,Canada,Senior,EX,> 500 ,,5,5,5,4,3,N,Y,Y,Y,N,N,N,N,N,N,N,5,5,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,N,N,N,,collab,,Y,Y,N,N,,4,5,1,3,4,3,3,4,5,2,5,1,1,1,1,2,5,,,,,5,2,4,4,2,,,,,Weekly,Daily,Daily,Weekly,Daily,Daily,4,4,4,5,3,4,5,4,4,5,5
M,India,Senior,EX,> 500 ,,5,5,5,5,5,N,N,Y,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,collab,,N,Y,N,N,,1,4,1,4,1,1,1,1,1,1,5,1,1,4,4,4,5,,,,,5,5,5,5,5,,,,,Daily,Daily,Monthly,Less than once a year,Monthly,Less than once a year,5,5,5,0,0,5,0,5,5,5,5
M,United States of America,Junior,EX,> 500 ,,5,4,5,2,2,Y,N,N,N,N,N,N,N,N,N,N,4,5,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,collab,,N,N,Y,N,,4,5,4,5,4,4,5,4,4,5,5,2,2,4,5,3,4,,,,,4,5,4,4,5,,,,,Daily,Daily,Daily,Daily,Daily,Less than once a year,5,1,2,5,0,4,0,5,4,4,5
M,Italy,Senior,EX,51 - 100 ,,5,5,5,4,5,Y,N,N,N,N,N,N,N,N,N,N,5,3,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,N,Y,N,,5,5,5,3,4,3,4,5,5,3,5,4,2,4,5,4,4,,,,,5,4,3,5,3,,,,,Less than once a year,Less than once a year,Once a year,Once every 3 months,Daily,Monthly,0,0,0,4,1,5,3,4,5,5,5
M,the United Kingdom of Great Britain and Nrthern Ireland,Senior,EX,> 500 ,,4,3,3,5,3,Y,Y,N,Y,N,N,N,N,N,N,N,5,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,funder,,Y,Y,N,N,,3,4,3,4,2,2,5,4,4,2,4,3,4,4,3,2,3,,,,,4,4,3,4,2,,,,,Less than once a year,Less than once a year,Twice a year,Once every 3 months,Once every 3 months,Less than once a year,3,3,3,3,3,3,3,5,4,4,4
F,United States of America,Junior,EX,< 20 ,,4,4,2,1,1,N,N,N,N,Y,N,N,N,N,N,N,4,2,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,N,Y,N,N,,2,4,1,1,5,5,5,5,5,5,5,1,2,2,4,3,4,,,,,4,4,2,4,4,,,,,Once every 3 months,Less than once a year,Weekly,Monthly,Weekly,Once a year,2,0,4,4,0,5,4,4,5,5,5
M,Belgium,Junior,EX,> 500 ,,5,5,5,5,5,Y,N,Y,N,N,N,N,N,N,N,N,5,5,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,community,,Y,Y,N,N,,1,2,1,2,5,5,5,1,3,3,5,1,1,5,4,4,5,,,,,5,5,5,5,5,,,,,Daily,Less than once a year,Weekly,Weekly,Weekly,Once every 3 months,1,3,1,1,3,2,2,2,5,5,5
F,Germany,Senior,EX,> 500 ,,4,4,3,3,4,N,N,N,Y,N,N,N,N,N,N,N,3,3,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,collab,,N,Y,N,N,,4,5,4,5,5,5,3,4,3,4,5,5,2,3,4,2,1,,,,,4,1,1,2,2,,,,,Weekly,Less than once a year,Daily,Weekly,Daily,Less than once a year,3,0,4,5,0,5,0,5,4,5,5
M,China,Senior,EX,> 500 ,,5,4,4,5,5,N,Y,N,N,N,N,N,N,N,N,N,4,3,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,N,Y,N,,3,4,2,5,4,4,4,5,4,3,4,4,2,3,4,3,3,,,,,5,3,4,4,3,,,,,Once every 3 months,Less than once a year,Once every 3 months,Less than once a year,Weekly,Less than once a year,5,0,5,0,0,5,0,5,5,5,5
M,Italy,Senior,EX,> 500 ,,5,5,5,4,3,N,N,Y,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,N,Y,N,N,,1,1,1,1,1,1,1,1,1,4,4,2,1,4,3,4,5,,,,,5,5,5,4,5,,,,,Daily,Daily,Weekly,Weekly,Weekly,Weekly,5,4,4,5,0,2,3,5,5,5,2
F,United States of America,Senior,EX,> 500 ,,4,4,3,1,3,Y,N,N,N,N,N,N,N,N,N,N,3,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,community,,Y,Y,N,N,,5,5,2,4,4,5,5,4,4,3,5,1,3,1,3,1,4,,,,,1,2,2,4,1,,,,"As peer reviewers we are volunteers with extremely little time.  We would need an entirely new model of peer review if the task of checking data and code were added to review responsibilities.  Furthermore, most data and code are extremely difficult to understand in HEP if you don't already kNw details of the detector.",Weekly,Monthly,Weekly,Weekly,Daily,Monthly,5,5,5,5,0,5,5,5,5,5,5
M,Italy,Senior,EX,> 500 ,,5,5,5,5,4,Y,N,Y,N,N,N,N,N,N,N,N,5,5,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,N,N,N,,funder,,N,Y,N,N,,2,4,1,4,1,5,4,3,1,3,4,1,2,3,4,3,3,,,,,4,4,4,4,4,,,,,Daily,Daily,Daily,Weekly,Daily,Once every 3 months,5,4,5,4,0,5,4,5,5,5,4
M,Germany,Senior,EX,101 - 500 ,,5,5,5,5,3,Y,N,N,N,N,N,N,N,N,N,N,5,4,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,Y,Y,N,N,,2,5,3,4,4,4,4,4,5,4,5,2,1,1,2,3,4,,,,,2,2,2,2,2,,,,,Daily,Once every 3 months,Once every 3 months,Less than once a year,Daily,Twice a year,4,5,3,3,0,3,4,4,5,5,4
M,Iran (Islamic Republic of),Junior,EX,> 500 ,,4,4,4,5,3,Y,Y,Y,N,N,N,N,N,N,N,N,4,4,4,1,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,Y,N,N,,collab,,Y,Y,N,N,,4,4,3,4,4,4,4,4,5,2,4,2,2,2,4,2,2,,,,,4,4,4,4,4,,,,,Monthly,Once a year,Monthly,Monthly,Weekly,Weekly,5,4,5,3,3,5,3,5,4,4,4
F,Finland,Senior,EX,> 500 ,,5,5,5,5,3,N,N,N,Y,N,N,N,N,N,N,N,4,4,4,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,Y,N,N,N,,5,5,4,4,5,5,5,4,5,4,5,3,2,2,4,4,4,,,,,3,4,3,4,4,,,,,Daily,Once a year,Daily,Weekly,Daily,Weekly,4,0,4,4,0,5,5,4,4,4,4
M,Brazil,Junior,EX,> 500 ,,5,5,5,4,3,Y,Y,Y,Y,N,N,N,N,N,N,N,5,4,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,community,,N,Y,N,N,,4,5,3,5,3,4,4,4,5,3,5,3,2,3,4,3,4,,,,,5,4,3,2,4,,,,,Monthly,Monthly,Monthly,Weekly,Weekly,Once every 3 months,4,4,4,4,0,4,4,5,4,5,4
M,Italy,Senior,EX,> 500 ,,5,5,5,4,4,N,N,N,Y,N,N,N,N,N,N,N,4,4,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,N,Y,N,N,,3,4,4,4,4,4,3,4,4,5,4,2,2,3,4,3,3,,,,,4,3,4,4,3,,,,,Once a year,Once a year,Weekly,Weekly,Daily,Twice a year,3,3,5,4,4,5,3,4,4,5,4
M,Germany,Senior,EX,101 - 500 ,,2,1,2,1,4,Y,N,N,N,N,N,N,N,N,N,N,1,1,2,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,collab,,N,Y,N,N,,5,5,4,5,3,3,5,5,5,2,4,1,1,1,5,1,4,,,,,1,1,3,4,1,,,,,Weekly,Daily,Weekly,Daily,Daily,Less than once a year,5,5,3,4,0,4,0,5,5,5,2
M,the United Kingdom of Great Britain and Nrthern Ireland,Senior,EX,> 500 ,,5,3,4,4,3,Y,N,N,N,N,N,N,N,N,N,N,4,2,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,N,N,Y,N,,4,4,5,4,3,4,3,3,3,1,4,1,1,5,4,2,4,,,,,3,5,4,4,3,,,,,Weekly,Daily,Daily,Monthly,Daily,Less than once a year,5,4,4,4,0,5,0,5,5,5,5
M,the United Kingdom of Great Britain and Nrthern Ireland,Junior,EX,> 500 ,,3,3,2,4,3,N,N,N,N,Y,N,N,N,N,N,N,4,2,4,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,N,,community,,N,Y,N,N,,4,5,5,5,5,4,4,4,4,2,4,2,1,2,2,2,4,,,,,2,2,4,4,4,,,,,Weekly,Less than once a year,Less than once a year,Less than once a year,Weekly,Once every 3 months,5,0,5,0,0,4,0,5,5,5,5
F,Italy,Senior,EX,101 - 500 ,,5,5,5,5,4,N,N,N,Y,N,N,N,N,N,N,N,5,4,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,N,Y,N,N,,3,4,4,5,5,3,1,4,3,1,5,2,1,1,4,2,1,,,,,4,4,4,4,4,,,,,Daily,Less than once a year,Weekly,Monthly,Weekly,Weekly,5,0,4,4,4,5,4,4,3,5,5
F,Poland,Junior,EX,> 500 ,,2,4,4,4,4,Y,Y,N,N,N,N,N,N,N,N,N,2,3,4,2,,,,,NA,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,,collab,,Y,Y,N,N,,5,3,3,4,4,3,3,3,3,2,5,2,2,4,4,3,4,,,,,4,5,4,4,5,,,,,Once every 3 months,Once a year,Daily,Twice a year,Monthly,Less than once a year,4,2,5,5,0,5,3,4,4,4,4
F,United States of America,Junior,EX,> 500 ,,5,4,5,4,3,Y,N,Y,N,N,N,N,N,N,N,N,5,5,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,collab,,N,Y,N,N,,5,5,4,5,5,5,5,5,4,1,5,1,1,3,4,4,4,,,,,4,4,5,5,5,,,,,Daily,Less than once a year,Weekly,Daily,Daily,Daily,4,0,5,5,0,5,5,5,5,5,4
F,Republic of Korea,Senior,EX,20 - 50 ,,5,5,5,2,2,Y,N,N,N,N,N,N,N,N,N,N,5,5,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,N,Y,N,N,,4,3,4,4,4,4,4,5,4,4,4,3,2,2,4,3,3,,,,,3,3,3,4,2,,,,,Daily,Less than once a year,Weekly,Daily,Weekly,Less than once a year,4,0,4,4,2,4,0,4,5,5,4
F,Italy,Senior,EX,> 500 ,,1,1,1,4,3,N,Y,N,N,N,N,N,N,N,N,N,4,1,2,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,community,,N,Y,N,N,,4,4,4,5,5,3,4,5,5,5,4,4,5,1,5,1,1,,,,,1,1,2,4,1,,,,,Twice a year,Less than once a year,Monthly,Once every 3 months,Daily,Less than once a year,4,3,4,0,0,4,0,4,5,5,4
M,Italy,Senior,EX,> 500 ,,5,4,5,5,3,N,N,Y,Y,N,N,N,N,N,N,N,5,3,4,2,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,N,N,N,,community,,N,Y,N,N,,4,4,4,3,5,5,3,4,4,1,5,1,1,5,4,5,5,,,,,2,1,3,2,2,,,,,Daily,Daily,Weekly,Weekly,Daily,Weekly,5,3,3,4,0,5,5,4,5,5,5
M,Bulgaria,Senior,EX,101 - 500 ,,5,5,5,5,5,N,Y,N,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,collab,,N,Y,N,N,,3,5,4,3,1,4,3,4,4,4,5,2,2,4,4,4,5,,,,,4,4,4,4,4,,,,,Monthly,Less than once a year,Monthly,Less than once a year,Monthly,Less than once a year,4,4,4,4,3,4,3,4,4,4,4
F,Canada,Senior,EX,> 500 ,,4,4,5,4,4,Y,N,N,Y,N,N,N,N,N,N,N,3,3,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,N,,collab,,N,Y,N,N,,5,5,4,4,4,4,3,5,3,2,5,2,1,4,3,2,5,,,,,2,2,2,4,2,,,,,Weekly,Less than once a year,Daily,Weekly,Daily,Once a year,5,0,5,4,0,5,0,5,5,4,5
M,France,Senior,EX,20 - 50 ,,5,5,5,5,4,Y,Y,N,N,N,N,N,N,N,N,N,5,4,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,5,4,3,3,3,3,4,4,4,4,5,2,1,4,2,4,4,,,,,5,4,4,4,4,,,,,Less than once a year,Less than once a year,Twice a year,Once every 3 months,Weekly,Monthly,0,0,4,0,0,5,4,5,4,5,4
NA,France,Senior,EX,> 500 ,,5,5,4,5,2,Y,N,N,N,N,N,N,N,N,N,N,4,4,2,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,3,3,4,4,4,4,4,4,3,2,5,2,2,4,2,4,4,,,,,2,4,4,4,3,,,,,Daily,Less than once a year,Weekly,Weekly,Daily,Daily,5,3,4,4,0,5,4,3,4,4,4
M,France,Senior,EX,> 500 ,,5,4,5,2,2,Y,Y,N,N,N,N,N,N,N,N,N,3,2,2,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,Y,N,N,N,,collab,,Y,Y,N,N,,3,5,3,4,5,3,2,4,4,4,4,5,5,4,3,4,4,,,,,4,4,2,4,4,,,,difficult to answer in such general sense,Weekly,Daily,Weekly,Monthly,Daily,Once every 3 months,5,5,5,5,0,5,0,4,5,5,5
M,Switzerland,Senior,EX,> 500 ,,5,5,5,3,3,Y,N,N,N,N,N,N,N,N,N,N,2,2,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,community,,N,N,Y,N,,4,5,5,5,5,4,3,3,5,3,5,3,2,1,4,3,4,,,,,1,1,1,1,1,,,,,Once every 3 months,Monthly,Daily,Weekly,Daily,Less than once a year,3,3,5,4,3,5,0,5,3,5,5
M,United States of America,Junior,EX,> 500 ,,4,4,3,4,3,N,N,N,N,Y,N,N,N,N,N,N,3,2,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,individual,,N,N,Y,N,,5,2,4,3,4,4,5,5,4,3,4,4,4,3,5,3,3,,,,,2,2,3,4,2,,,,,Monthly,Once a year,Once every 3 months,Less than once a year,Weekly,Less than once a year,2,0,4,0,0,4,0,3,4,5,4
M,Canada,Senior,EX,101 - 500 ,,4,4,5,2,3,Y,N,N,N,N,N,N,N,N,N,N,3,3,2,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,When the data are in a form that is easily comprehensible and small eNugh in scale. Releasing petabytes of raw data is utterly useless and extremely expensive.,collab,,Y,Y,N,N,,5,1,1,4,4,5,5,3,1,1,5,2,5,2,5,1,2,,,,,1,1,1,1,1,,,,,Weekly,Less than once a year,Less than once a year,Daily,Weekly,Monthly,4,1,1,5,1,4,5,1,5,5,5
M,South Africa,Junior,EX,> 500 ,,4,5,4,5,3,Y,N,N,N,N,N,N,N,N,N,N,5,5,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,4,2,4,4,2,4,2,2,2,3,5,2,2,4,5,2,4,,,,,4,4,4,3,2,,,,,Weekly,Less than once a year,Weekly,Monthly,Weekly,Less than once a year,5,0,3,4,0,5,0,4,4,4,4
M,United States of America,Senior,EX,101 - 500 ,,5,5,5,3,3,Y,N,N,N,N,N,N,N,N,N,N,5,5,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,funder,,Y,Y,N,N,,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,3,3,,,,,3,3,2,2,2,,,,,Less than once a year,Less than once a year,Daily,Daily,Weekly,Daily,0,0,4,5,0,5,4,1,1,4,4
M,France,Senior,EX,101 - 500 ,,4,4,4,4,3,N,N,N,Y,N,N,N,N,N,N,N,5,5,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,Y,N,N,,4,3,4,4,4,4,4,4,3,4,5,3,2,2,4,4,3,,,,,5,4,2,2,3,,,,,Twice a year,Once a year,Once every 3 months,Once every 3 months,Twice a year,Once a year,4,4,4,0,0,4,4,4,5,4,3
M,France,Junior,EX,< 20 ,,5,5,5,4,1,N,N,N,Y,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,Y,N,N,,2,4,2,4,4,2,3,4,4,3,5,2,2,2,4,2,2,,,,,4,2,1,1,1,,,,,Once every 3 months,Less than once a year,Monthly,Weekly,Once every 3 months,Less than once a year,5,0,3,5,5,5,0,4,4,4,2
