"id","Completed","Last page seen","Start language","Token","Date last action","Date started","Referrer URL","D1","D2","D3","D4","D4_1","D4_2","p2q1 [OS1]","p2q1 [OS2]","p2q1 [OS3]","p2q2 [OA1]","p2q2 [OA2]","p3q1E [OD1]","p3q1E [OD2]","p3q1E [OD3]","p3q1E [OD4]","p3q1E [OD5]","p3q1T [OD1]","p3q1T [OD2]","p3q1T [OD3]","p3q1T [OD6]","p3q1T [OD4]","p3q1T [OD5]","p3q2E [OD_E1]","p3q2E [OD_E2]","p3q2E [OD_E3]","p3q2E [OD_E4]","p3q2T [OD_E1]","p3q2T [OD_E2]","p3q2T [OD_E3]","p3q2T [OD_E5]","p3q2T [OD_E4]","p4q1T [1]","p4q1T [2]","p4q1T [3]","p4q1T [4]","p4q1T [5]","p4q1T [6]","p4q1T [7]","p4q1T [8]","p4q1T_O","p4q1E [1]","p4q1E [2]","p4q1E [3]","p4q1E [4]","p4q1E [5]","p4q1E [6]","p4q1E [7]","p4q1E_O","p4q2","p4q2_O","p5q1 [SQ002]","p5q1 [SQ001]","p5q1 [SQ004]","p5q1 [SQ005]","p5q1_N","p5q2 [1]","p5q2 [2]","p5q2 [3]","p5q2 [4]","p5q2 [5]","p5q2 [6]","p5q2 [7]","p5q2 [8]","p5q2 [9]","p6q1 [1]","p6q1 [2]","p6q1 [3]","p6q1 [4]","p6q2E [1]","p6q2E [2]","p6q2E [3]","p6q2E [4]","p6q2T [1]","p6q2T [2]","p6q2T [3]","p6q2T [4]","p7q1E [1]","p7q1E [2]","p7q1E [3]","p7q1E [4]","p7q1E [5]","p7q1T [1]","p7q1T [2]","p7q1T [3]","p7q2","p8q1 [1]","p8q1 [2]","p8q1 [3]","p8q1 [4]","p8q1 [5]","p8q1 [6]","p8q2 [1]","p8q2 [2]","p8q2 [3]","p8q2 [4]","p8q2 [5]","p8q2 [6]","p8q2 [7]","p8q3 [1]","p8q3 [2]","p8q3 [3]","p8q3 [4]","interviewtime","groupTime564","D1Time","D2Time","D3Time","D4Time","D4_1Time","D4_2Time","groupTime565","p2q1Time","p2q2Time","groupTime612","p3q1ETime","p3q1TTime","p3q2ETime","p3q2TTime","groupTime566","p4q1TTime","p4q1T_OTime","p4q1ETime","p4q1E_OTime","p4q2Time","p4q2_OTime","groupTime570","p5q1Time","p5q1_NTime","p5q2Time","groupTime568","p6q1Time","p6q2ETime","p6q2TTime","groupTime611","p7q1ETime","p7q1TTime","p7q2Time","groupTime571","p8q1Time","p8q2Time","p8q3Time"
"766","2018-05-09 01:41:13","8","en","","2018-05-09 01:41:13","2018-05-09 01:02:58","","Male","the United Kingdom of Great Britain and Northern Ireland","less than 5 years","Experiment","20 - 50 members","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","No","No","No","","The HEP community as a whole should decide and set practices.","","Yes","Yes","No","No","","Not at all affect","Somewhat affect","Rarely affect","Neutral","Neutral","Affect a lot","Affect a lot","Not at all affect","Neutral","Somewhat agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","","","","","Very helpful","Very helpful","Somewhat helpful","Very helpful","Very helpful","","","","","Daily","Daily","Weekly","Daily","Weekly","Daily","Very satisfied","Very satisfied","Neither satisfied nor dissatisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Not at all affect","Affect a lot","Affect a lot","Not at all affect","2297.3700000000003","1929.48","0","0","0","0","0","0","30.02","0","0","30.4","0","0","0","0","33.02","0","0","0","0","0","0","38.52","0","0","0","158.67","0","0","0","32","0","0","0","45.26","0","0","0"
"767","2018-05-09 02:47:02","8","en","","2018-05-09 02:47:02","2018-05-09 02:40:26","","Male","Canada","5 - 10 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","No","No","No","Yes","No","No","No","No","No","No","Strongly agree","Strongly agree","Neutral","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","No","No","No","","The HEP community as a whole should decide and set practices.","","Yes","Yes","No","No","","Somewhat affect","Somewhat affect","Not at all affect","Affect a lot","Somewhat affect","Affect a lot","Neutral","Neutral","Affect a lot","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","","","","","Neutral","Neutral","Somewhat helpful","Somewhat helpful","Neutral","","","","","Weekly","Monthly","Daily","Once every 3 months","Weekly","Less than once a year","Moderately satisfied","Moderately satisfied","Moderately satisfied","Moderately satisfied","No experience","Moderately satisfied","Moderately satisfied","Neutral","Affect a lot","Affect a lot","Somewhat affect","398.89","19.36","0","0","0","0","0","0","22.3","0","0","33.46","0","0","0","0","50.17","0","0","0","0","0","0","73.14","0","0","0","86.55","0","0","0","25.02","0","0","0","88.89","0","0","0"
"769","2018-05-09 06:58:41","8","en","","2018-05-09 06:58:41","2018-05-09 06:47:57","","Male","New Zealand","5 - 10 years","Experiment","> 500 members","","Somewhat agree","Neutral","Somewhat agree","Strongly disagree","Somewhat disagree","Yes","No","No","No","Yes","No","No","No","No","No","No","Strongly agree","Somewhat agree","Neutral","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","Yes","No","No","No","No","","The HEP community as a whole should decide and set practices.","","Yes","No","No","No","","Somewhat affect","Affect a lot","Somewhat affect","Affect a lot","Somewhat affect","Neutral","Somewhat affect","Somewhat affect","Somewhat affect","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","","","","","Somewhat helpful","Neutral","Somewhat helpful","Somewhat helpful","Neutral","","","","","Once a year","Less than once a year","Weekly","Weekly","Weekly","Less than once a year","Moderately satisfied","Moderately satisfied","Very satisfied","Moderately dissatisfied","No experience","Very satisfied","No experience","Affect a lot","Somewhat affect","Somewhat affect","Affect a lot","647.65","50.14","0","0","0","0","0","0","93.78","0","0","61.12","0","0","0","0","54.08","0","0","0","0","0","0","106.54","0","0","0","98.28","0","0","0","41.11","0","0","0","142.6","0","0","0"
"771","2018-05-09 07:32:43","8","en","","2018-05-09 07:32:43","2018-05-09 07:25:14","","Female","France","5 - 10 years","Experiment","20 - 50 members","","Strongly agree","Neutral","Neutral","Strongly agree","Strongly agree","Yes","No","No","No","No","No","No","No","No","No","No","Somewhat agree","Strongly agree","Neutral","Neutral","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","","The HEP community as a whole should decide and set practices.","","No","No","No","Yes","","Somewhat affect","Affect a lot","Affect a lot","Affect a lot","Somewhat affect","Affect a lot","Affect a lot","Affect a lot","Somewhat affect","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Neutral","Somewhat agree","Neutral","Somewhat agree","","","","","Somewhat helpful","Somewhat helpful","Neutral","Neutral","Neutral","","","","","Monthly","Less than once a year","Weekly","Weekly","Monthly","Daily","Moderately dissatisfied","No experience","Moderately satisfied","Very satisfied","No experience","Moderately satisfied","Very satisfied","Affect a lot","Affect a lot","Affect a lot","Somewhat affect","451.71999999999997","35.52","0","0","0","0","0","0","42.55","0","0","52.51","0","0","0","0","34.95","0","0","0","0","0","0","78.19","0","0","0","73.24","0","0","0","31.46","0","0","0","103.3","0","0","0"
"774","2018-05-09 08:01:02","8","en","","2018-05-09 08:01:02","2018-05-09 07:52:32","","Male","Switzerland","less than 5 years","Experiment","101 - 500 members","","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Neutral","Yes","No","No","No","No","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Neutral","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","No","No","No","","Each collaboration or team should decide for their work.","","Yes","Yes","No","No","","Neutral","Somewhat affect","Neutral","Neutral","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","Neutral","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neutral","Somewhat agree","Somewhat disagree","Neutral","","","","","Somewhat helpful","Neutral","Very helpful","Very helpful","Neutral","","","","","Once a year","Less than once a year","Less than once a year","Weekly","Monthly","Less than once a year","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Moderately satisfied","Very satisfied","Neither satisfied nor dissatisfied","Moderately satisfied","Neither satisfied nor dissatisfied","Affect a lot","Somewhat affect","Affect a lot","Neutral","512.7199999999999","39.58","0","0","0","0","0","0","78.67","0","0","64.02","0","0","0","0","50.29","0","0","0","0","0","0","84.14","0","0","0","74.7","0","0","0","33.78","0","0","0","87.54","0","0","0"
"775","2018-05-09 08:39:17","8","en","","2018-05-09 08:39:17","2018-05-09 08:14:42","","Male","France","more than 20 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","No","No","No","Yes","No","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","No","No","No","","The HEP community as a whole should decide and set practices.","","No","Yes","No","No","","Somewhat affect","Affect a lot","Affect a lot","Neutral","Affect a lot","Affect a lot","Somewhat affect","Affect a lot","Neutral","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","","","","","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","","","","","Less than once a year","Less than once a year","Less than once a year","Monthly","Weekly","Less than once a year","No experience","No experience","No experience","Moderately satisfied","No experience","Very satisfied","No experience","Affect a lot","Somewhat affect","Somewhat affect","Affect a lot","1476.8799999999999","56.91","0","0","0","0","0","0","115.89","0","0","197.07","0","0","0","0","102.64","0","0","0","0","0","0","310.53","0","0","0","319.28","0","0","0","90.83","0","0","0","283.73","0","0","0"
"778","2018-05-09 09:01:04","8","en","","2018-05-09 09:01:04","2018-05-09 08:51:34","","Male","France","less than 5 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neutral","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","","","","","","No","No","No","No","No","No","No","No","","Yes","No","No","No","No","No","No","","The funding bodies or institutions should decide and develop policies for researchers to follow.","","Yes","Yes","No","No","","Somewhat affect","Somewhat affect","Not at all affect","Rarely affect","Affect a lot","Neutral","Somewhat affect","Somewhat affect","Neutral","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","","","","","Very helpful","Very helpful","Somewhat helpful","Very helpful","Very helpful","","","","","Daily","Twice a year","Daily","Once every 3 months","Daily","Once a year","Very satisfied","No experience","Moderately satisfied","Neither satisfied nor dissatisfied","No experience","Very satisfied","Very satisfied","Rarely affect","Affect a lot","Somewhat affect","Rarely affect","572.69","17.5","0","0","0","0","0","0","21.7","0","0","108.48","0","0","0","0","59.38","0","0","0","0","0","0","85.01","0","0","0","101.18","0","0","0","49.12","0","0","0","130.32","0","0","0"
"779","2018-05-09 09:06:33","8","en","","2018-05-09 09:06:33","2018-05-09 08:59:15","","Male","Spain","more than 20 years","Theory","","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","No","No","No","No","No","No","No","No","Yes","No","No","","","","","Somewhat agree","Neutral","Somewhat agree","Somewhat agree","Strongly agree","No","No","No","No","No","Yes","No","No","","No","No","No","No","No","No","No","","Each collaboration or team should decide for their work.","","Yes","Yes","No","No","","Affect a lot","Neutral","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Somewhat affect","Somewhat affect","Neutral","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","","","","","Neutral","Somewhat agree","Neutral","Somewhat disagree","","","","","","Neutral","Neutral","Neutral","","Less than once a year","Less than once a year","Twice a year","Less than once a year","Once every 3 months","Less than once a year","No experience","No experience","Moderately satisfied","No experience","No experience","Very satisfied","No experience","Neutral","Neutral","Neutral","Somewhat affect","440.46000000000004","24.5","0","0","0","0","0","0","60.5","0","0","72.12","0","0","0","0","31.43","0","0","0","0","0","0","60.7","0","0","0","77.62","0","0","0","18.25","0","0","0","95.34","0","0","0"
"781","2018-05-09 09:17:13","8","en","","2018-05-09 09:17:13","2018-05-09 09:03:38","","Male","France","11 - 15 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","Yes","No","No","No","No","No","","The HEP community as a whole should decide and set practices.","","Yes","Yes","No","No","","Somewhat affect","Somewhat affect","Affect a lot","Somewhat affect","Affect a lot","Somewhat affect","Somewhat affect","Affect a lot","Somewhat affect","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat disagree","Neutral","Somewhat disagree","Neutral","Somewhat agree","","","","","Neutral","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","","","","One difficulty with HEP data is that it usually corresponds to i) very large data sample ii) analysed with complex software suite, making it difficult to release fully. While it would be a sane option for the future (re-analyse LHC data back in 2050 would be great), data preservation and code analysis maintenance is a tedious and ressource greedy task.","Monthly","Weekly","Weekly","Weekly","Daily","Once a year","Very satisfied","Moderately satisfied","Very satisfied","Very satisfied","No experience","Very satisfied","Neither satisfied nor dissatisfied","Affect a lot","Affect a lot","Somewhat affect","Somewhat affect","817.59","32.36","0","0","0","0","0","0","76.95","0","0","96.24","0","0","0","0","54.18","0","0","0","0","0","0","94.02","0","0","0","110.35","0","0","0","223.77","0","0","0","129.72","0","0","0"
"782","2018-05-09 09:20:45","8","en","","2018-05-09 09:20:45","2018-05-09 09:07:59","","Male","Greece","more than 20 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Yes","No","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","","The funding bodies or institutions should decide and develop policies for researchers to follow.","","No","No","Yes","No","","Somewhat affect","Somewhat affect","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Somewhat affect","Affect a lot","Somewhat affect","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","","","","","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Very helpful","","","","","Less than once a year","Less than once a year","Monthly","Monthly","Monthly","Less than once a year","No experience","No experience","Very satisfied","Very satisfied","No experience","Very satisfied","No experience","Affect a lot","Affect a lot","Affect a lot","Neutral","767.62","61.7","0","0","0","0","0","0","92.35","0","0","80.94","0","0","0","0","58.79","0","0","0","0","0","0","114.58","0","0","0","147.04","0","0","0","64.1","0","0","0","148.12","0","0","0"
"786","2018-05-09 10:09:18","8","en","","2018-05-09 10:09:18","2018-05-09 09:45:04","","Female","France","more than 20 years","Experiment","> 500 members","","Strongly agree","Somewhat agree","Strongly agree","Neutral","Somewhat disagree","No","Yes","No","No","No","No","No","No","No","No","No","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","","The HEP community as a whole should decide and set practices.","","No","Yes","No","No","","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","Affect a lot","Neutral","Neutral","Somewhat affect","Somewhat affect","Somewhat agree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","","","","","Somewhat unhelpful","Somewhat unhelpful","Somewhat unhelpful","Somewhat helpful","Very unhelpful","","","","Here I see a difference between publication peer review and the collaborartion peer review. Everything should be available within the collaboration and the responses above are about the publication peer reviewers.","Weekly","Monthly","Weekly","Weekly","Daily","Less than once a year","Very satisfied","Moderately satisfied","Moderately satisfied","Moderately satisfied","No experience","Very satisfied","No experience","Neutral","Affect a lot","Affect a lot","Somewhat affect","1457.04","41.26","0","0","0","0","0","0","195.32","0","0","159.29","0","0","0","0","101.41","0","0","0","0","0","0","230.71","0","0","0","261.76","0","0","0","228.02","0","0","0","239.26999999999998","0","0","0"
"787","2018-05-09 09:59:51","8","en","","2018-05-09 09:59:51","2018-05-09 09:48:09","","Male","Portugal","16 - 20 years","Experiment","> 500 members","","Somewhat agree","Somewhat agree","Somewhat agree","Neutral","Somewhat agree","Yes","No","No","Yes","No","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Neutral","Somewhat disagree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","","Each collaboration or team should decide for their work.","","No","Yes","No","No","","Affect a lot","Affect a lot","Rarely affect","Somewhat affect","Somewhat affect","Affect a lot","Affect a lot","Affect a lot","Somewhat affect","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","","","","","Somewhat unhelpful","Somewhat unhelpful","Somewhat helpful","Somewhat helpful","Neutral","","","","","Weekly","Less than once a year","Weekly","Monthly","Daily","Less than once a year","Moderately dissatisfied","No experience","Moderately satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Very satisfied","No experience","Affect a lot","Affect a lot","Somewhat affect","Somewhat affect","704.55","60.57","0","0","0","0","0","0","141.10999999999999","0","0","119.87","0","0","0","0","48.75","0","0","0","0","0","0","67.38","0","0","0","113.23","0","0","0","55.15","0","0","0","98.49","0","0","0"
