id,Gender,Country,Seniority,Field,OS_BeneDiscipline,OS_BeneIndividual,OS_BenePublic,OA_ChSeeking,OA_ChSub,OD_aware,OD_seeking,OD_using,OD_sharing,OD_none,OD_publish,OD_anyone,OD_helpful,OD_dontaffect,Who_decide,Sharing_asked,Sharing_shared,Sharing_never,Sharing_not_interested,Sharing_addedwork,Sharing_rights,Sharing_competition,Sharing_quality,Sharing_essential,Sharing_selfeval,Sharing_request,Sharing_responsiblyused,Sharing_required,Doc_askpeople,Doc_reproduc,Doc_unproductive,Doc_unuseful,Rev_coderev,Rev_qualitynotaffect,Rev_doc,Rev_docreadywhenpublish,Tool_codemanage,Tool_issuetracker,Tool_docmanage,Tool_coediting,Tool_eventmanage,Tool_notebook,Happy_codemanage,Happy_issuetracker,Happy_docmanage,Happy_coediting,Happy_refmanage,Happy_eventmanage,Happy_notebook,Tool_endorsement,Tool_efficient,Tool_easy,Tool_peers
599,Male,United States of America,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Funders,Yes,Yes,No,No,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Not at all affect,Affect a lot,Not at all affect,Affect a lot,Neutral,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Daily,Weekly,Daily,Daily,Daily,Weekly,Very dissatisfied,Moderately dissatisfied,Moderately dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Very dissatisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
600,Female,Switzerland,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Yes,Yes,Yes,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Collab,Yes,Yes,No,No,Affect a lot,Affect a lot,Neutral,Neutral,Somewhat affect,Somewhat affect,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Monthly,Less than once a year,Daily,Daily,Daily,Monthly,Very satisfied,No experience,Very satisfied,Very satisfied,No experience,Very satisfied,Very satisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
606,Male,Turkey,Senior,Experiment,Somewhat agree,Neutral,Somewhat agree,Neutral,Neutral,Yes,No,No,No,No,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Collab,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Affect a lot,Rarely affect,Somewhat affect,Somewhat affect,Rarely affect,Affect a lot,Neutral,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Neutral,Strongly agree,Neutral,Neutral,Twice a year,Less than once a year,Once every 3 months,Monthly,Weekly,Weekly,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Affect a lot,Affect a lot,Affect a lot,Affect a lot
611,Male,United States of America,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,No,No,No,No,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Collab,Yes,No,No,No,Neutral,Somewhat affect,Neutral,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Daily,Daily,Daily,Weekly,Daily,Once a year,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Not at all affect,Affect a lot,Affect a lot,Affect a lot
614,Male,Italy,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Collab,Yes,Yes,No,No,Somewhat affect,Affect a lot,Rarely affect,Affect a lot,Somewhat affect,Neutral,Somewhat affect,Affect a lot,Neutral,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Weekly,Less than once a year,Daily,Daily,Weekly,Less than once a year,Moderately satisfied,No experience,Moderately satisfied,Very satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
616,Male,the United Kingdom of Great Britain and Northern Ireland,Senior,Experiment,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,No,No,No,Yes,Neutral,Neutral,Neutral,Strongly agree,Collab,No,No,Yes,No,Affect a lot,Somewhat affect,Rarely affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Neutral,Affect a lot,Neutral,Strongly agree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Daily,Weekly,Daily,Weekly,Daily,Daily,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Very satisfied,Moderately satisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
620,Male,Spain,Senior,Experiment,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,No,No,No,No,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Collab,No,Yes,No,No,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately dissatisfied,Moderately satisfied,Moderately satisfied,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect
621,Male,United States of America,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Yes,Yes,Yes,No,No,Strongly agree,Strongly agree,Somewhat agree,Neutral,Community,Yes,Yes,No,No,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Strongly agree,Strongly agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Daily,Weekly,Weekly,Weekly,Daily,Once every 3 months,Very satisfied,Moderately satisfied,Moderately dissatisfied,Moderately satisfied,No experience,Moderately satisfied,Moderately satisfied,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
626,Male,France,Senior,Experiment,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Neutral,No,No,No,No,Yes,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Collab,No,No,Yes,No,Somewhat affect,Neutral,Rarely affect,Affect a lot,Affect a lot,Neutral,Neutral,Affect a lot,Neutral,Neutral,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Less than once a year,Once a year,Weekly,Less than once a year,Weekly,Less than once a year,No experience,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
629,Male,Italy,Junior,Experiment,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,No,No,No,No,Yes,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Funders,Yes,Yes,No,No,Affect a lot,Somewhat affect,Neutral,Neutral,Neutral,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,Neutral,Less than once a year,Less than once a year,Once every 3 months,Weekly,Weekly,Less than once a year,No experience,No experience,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Neutral,Neutral,Somewhat affect,Neutral
638,Male,India,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,Yes,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Funders,No,Yes,No,No,Rarely affect,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Not at all affect,Somewhat affect,Affect a lot,Somewhat affect,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect
639,Male,Germany,Senior,Experiment,Strongly agree,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Yes,No,No,No,Yes,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Collab,No,No,Yes,Yes,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Affect a lot,Not at all affect,Affect a lot,Not at all affect,Neutral,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Weekly,Less than once a year,Daily,Monthly,Weekly,Less than once a year,Moderately satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
645,Male,Spain,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,No,No,Yes,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Funders,No,Yes,No,No,Neutral,Neutral,Neutral,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Neutral,Neutral,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Less than once a year,Less than once a year,Less than once a year,Once every 3 months,Once every 3 months,Less than once a year,Moderately satisfied,No experience,No experience,Moderately dissatisfied,No experience,Moderately dissatisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
646,Female,United States of America,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,Yes,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Collab,Yes,Yes,No,No,Somewhat affect,Neutral,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Neutral,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Weekly,Monthly,Weekly,Weekly,Daily,Less than once a year,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately dissatisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
650,Female,Italy,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,Yes,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Community,No,Yes,No,No,Somewhat affect,Affect a lot,Neutral,Somewhat affect,Somewhat affect,Neutral,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Neutral,Monthly,Less than once a year,Weekly,Daily,Daily,Once a year,Moderately satisfied,No experience,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Neutral,Somewhat affect,Affect a lot,Somewhat affect
652,Female,China,Junior,Experiment,Somewhat agree,Neutral,Neutral,Somewhat disagree,Somewhat disagree,No,Yes,No,No,No,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Community,Yes,No,No,No,Neutral,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,Somewhat affect,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Neutral,Neutral,Once every 3 months,Twice a year,Monthly,Less than once a year,Weekly,Less than once a year,Moderately satisfied,Very satisfied,Very satisfied,No experience,No experience,Moderately satisfied,No experience,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect
655,Female,Italy,Senior,Experiment,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Neutral,Yes,No,No,No,No,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Collab,No,Yes,No,No,Affect a lot,Neutral,Neutral,Affect a lot,Somewhat affect,Neutral,Neutral,Affect a lot,Somewhat affect,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Weekly,Weekly,Weekly,Twice a year,Weekly,Less than once a year,Moderately dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,No experience,Moderately satisfied,No experience,Neutral,Neutral,Somewhat affect,Somewhat affect
656,Female,Brazil,Senior,Experiment,Strongly agree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Yes,No,No,No,No,Strongly agree,Strongly agree,Neutral,Strongly agree,Collab,Yes,Yes,No,No,Somewhat affect,Affect a lot,Not at all affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat disagree,Strongly agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Once every 3 months,Once every 3 months,Weekly,Daily,Weekly,Daily,Moderately dissatisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Very satisfied,Very satisfied,Affect a lot,Affect a lot,Affect a lot,Affect a lot
657,Male,Italy,Senior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Yes,Yes,Yes,Yes,No,Neutral,Somewhat disagree,Somewhat agree,Strongly agree,Community,No,Yes,No,No,Not at all affect,Affect a lot,Not at all affect,Somewhat affect,Neutral,Neutral,Neutral,Somewhat affect,Affect a lot,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Somewhat disagree,Somewhat agree,Weekly,Weekly,Monthly,Weekly,Daily,Less than once a year,Very satisfied,Moderately satisfied,Moderately satisfied,Moderately dissatisfied,No experience,Very satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
664,Male,Belgium,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,Yes,Yes,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Community,Yes,Yes,No,No,Affect a lot,Rarely affect,Rarely affect,Affect a lot,Not at all affect,Somewhat affect,Affect a lot,Affect a lot,Neutral,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Daily,Once every 3 months,Daily,Monthly,Daily,Twice a year,Very satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,Neither satisfied nor dissatisfied,Neutral,Affect a lot,Affect a lot,Affect a lot
665,Male,Switzerland,Junior,Experiment,Somewhat agree,Strongly agree,Neutral,Neutral,Neutral,Yes,No,No,No,No,Strongly agree,Neutral,Strongly agree,Somewhat agree,Funders,No,Yes,No,No,Affect a lot,Somewhat affect,Not at all affect,Affect a lot,Not at all affect,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Strongly agree,Strongly agree,Somewhat agree,Neutral,Neutral,Neutral,Neutral,Somewhat agree,Daily,Once every 3 months,Monthly,Once a year,Weekly,Less than once a year,Moderately dissatisfied,Neither satisfied nor dissatisfied,Moderately dissatisfied,No experience,No experience,Neither satisfied nor dissatisfied,No experience,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot
666,Male,Italy,Senior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neutral,No,No,No,No,Yes,Somewhat disagree,Neutral,Strongly disagree,Somewhat disagree,Individual,Yes,Yes,No,No,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Once every 3 months,Less than once a year,Monthly,Monthly,Weekly,Less than once a year,Moderately dissatisfied,No experience,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Moderately dissatisfied,No experience,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot
670,Male,Canada,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,No,Yes,Yes,Yes,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Collab,Yes,Yes,No,No,Somewhat affect,Affect a lot,Not at all affect,Neutral,Somewhat affect,Neutral,Neutral,Somewhat affect,Affect a lot,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Weekly,Daily,Daily,Weekly,Daily,Daily,Moderately satisfied,Moderately satisfied,Moderately satisfied,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Very satisfied,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot
672,Male,India,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,Yes,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Collab,No,Yes,No,No,Not at all affect,Somewhat affect,Not at all affect,Somewhat affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Daily,Daily,Monthly,Less than once a year,Monthly,Less than once a year,Very satisfied,Very satisfied,Very satisfied,No experience,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
673,Male,United States of America,Junior,Experiment,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Yes,No,No,No,No,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Collab,No,No,Yes,No,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Daily,Daily,Daily,Daily,Daily,Less than once a year,Very satisfied,Very dissatisfied,Moderately dissatisfied,Very satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot
675,Male,Italy,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Yes,No,No,No,No,Strongly agree,Neutral,Somewhat agree,Strongly agree,Collab,No,No,Yes,No,Affect a lot,Affect a lot,Affect a lot,Neutral,Somewhat affect,Neutral,Somewhat affect,Affect a lot,Affect a lot,Neutral,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Less than once a year,Less than once a year,Once a year,Once every 3 months,Daily,Monthly,No experience,No experience,No experience,Moderately satisfied,Very dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
